ilanBasligi,adres,il,fiyat(TRY),ilanID,ilanTarihi,marka,seri,model,kilometre(Km),yıl,vitesTipi,yakitTuru,kasaTipi,renk,motorHacmi(Cc),motorGucu(HP),cekisTipi,boyaParcaDurumu,takasUygunluk,saticiTuru,aracVergisi(TRY),hasarGecmisi,orjinal_parça_sayısı,lokal_boyalı_parça_sayısı,boyalı_parça_sayısı,değişen_parça_sayısı,durumu_belirtilmemiş_parça_sayısı
~HATA~BOYA~TRAMER YOK~APPLE CAR PLAY~SERVİS BAKIMLI~KUSURSUZ~,Abdülaziz Mh. Meram,Konya,965.000 TL,28813108,07 Nisan 2025,Volkswagen,Polo,1.0 TSi Comfortline,165.000 km,2020.0,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
MASRAFSIZ BAKIMLI EKSİKSİZ,Sanayi Mh. Şehitkamil,Gaziantep,625.000 TL,28813101,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Comfortline,268.000 km,2013.0,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Arka Kaput  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Boyalı  -  Değişmiş  Sağ Ön Kapı  Sağ Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,,,,9,2,0,2,0
DETAYLAR VE EXPERTİZ RESİMLER VE AÇIKLAMADA,Göztepe Mh. Bağcılar,İstanbul,639.000 TL,28813093,07 Nisan 2025,Volkswagen,Scirocco,1.4 TSi Sportline,201.000 km,2012.0,Düz,Benzin,Coupe,Beyaz,1390 cc,122 hp,Önden Çekiş,Orjinal  Arka Kaput  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Ön Kapı  Sağ Ön Çamurluk  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Motor Kaputu  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,1.135,,8,2,3,0,0
Sahibinden Volkswagen Passat 1.6 FSi Comfortline 2008 Model,Turgut Reis Mh. Esenler,İstanbul,700.000 TL,28774050,07 Nisan 2025,Volkswagen,Passat,1.6 FSi Comfortline,153.000 km,2008.0,Yarı Otomatik,LPG & Benzin,Station wagon,,1598 cc,115 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,,,,0,0,0,0,13
Sahibinden Volkswagen Bora 1.6 Comfortline 2000 Model,Gültepe Mh. Merkez,Sivas,485.000 TL,28773997,07 Nisan 2025,Volkswagen,Bora,1.6 Comfortline,205.000 km,2000.0,Otomatik,LPG & Benzin,Sedan,,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sağ Arka Çamurluk  Sağ Ön Kapı  Sağ Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Arka Kaput  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,1,3,0,9
Sahibinden Volkswagen Jetta 1.6 Midline 2008 Model,Adatepe Mh. Buca,İzmir,503.000 TL,27095658,07 Nisan 2025,Volkswagen,Jetta,1.6 Midline,270.000 km,2008.0,Otomatik,LPG & Benzin,Sedan,,1595 cc,102 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Boyalı  Sol Arka Kapı  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Belirtilmemiş  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,,0,2,1,2,8
LİVA'DAN 17 MODEL PASSAT HİGHLİNE DEĞİŞENSİZ HAYALET EKR.!!,Tahtakale Mh. Avcılar,İstanbul,1.400.000 TL,28813016,07 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Highline,187.000 km,2017.0,Otomatik,Dizel,Sedan,,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,Orjinal  Arka Kaput  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,7,1,5,0,0
Sahibinden Volkswagen Bora 1.6 Pacific 2004 Model,Şahintepe Mh. Şahinbey,Gaziantep,435.000 TL,28773775,07 Nisan 2025,Volkswagen,Bora,1.6 Pacific,352.000 km,2004.0,Otomatik,LPG & Benzin,Sedan,,1595 cc,102 hp,Önden Çekiş,Orjinal  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Çamurluk  Boyalı  Sağ Arka Çamurluk  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,550,8,1,4,0,0
LİVA'DAN 2017 GOLF 7 5 R-LINE CAM TAVAN 400 PEŞİNAT 36AY SENETLİ,Tahtakale Mh. Avcılar,İstanbul,1.100.000 TL,28812965,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Highline,197.000 km,2017.0,Otomatik,Dizel,Hatchback/5,,1401 - 1600 cm3,101 - 125 HP,,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Sağ Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Arka Kapı  Sol Arka Kapı  Sol Ön Çamurluk  Değişmiş  Motor Kaputu  Belirtilmemiş  -,Takasa Uygun,,,,9,0,3,1,0
OTTOCAR PLAZA'DAN WV PASSAT 2008 COMFORTLİNE KUSURSUZZ,Turgut Özal Mh. Esenyurt,İstanbul,485.000 TL,28812911,07 Nisan 2025,Volkswagen,Passat,2.0 TDi Comfortline,360.000 km,2008.0,Düz,Dizel,Sedan,,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,Orjinal  Tavan  Sol Arka Kapı  Sol Ön Kapı  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Motor Kaputu  Ön Tampon  Arka Tampon  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun Değil,,,,3,0,8,2,0
2016 130 KM OTOMOTİK HATASIZ,Batıkent Mh. Eyyübiye,Şanlıurfa,819.000 TL,28812875,07 Nisan 2025,Volkswagen,Polo,1.4 TDi Comfortline,130.000 km,2016.0,Otomatik,Dizel,Hatchback/5,,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,Orjinal  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sol Arka Kapı  Sol Ön Kapı  Boyalı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,,8,4,1,0,0
2022/56000KM/VERONA JANT+YENİ LOGO+KLİMA/BOYA&DEĞİŞEN&TRAMER YOK,Çukurambar Mh. Çankaya,Ankara,1.824.750 TL,28812874,07 Nisan 2025,Volkswagen,Passat,1.5 TSi Business,56.000 km,2022.0,Otomatik,Benzin,Sedan,,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,,13,0,0,0,0
ÖZCAN OTOMOTİV'den emsalsiz temizlikte PASSAT !!!,İnönü Mh. Buca,İzmir,1.215.000 TL,28812867,07 Nisan 2025,Volkswagen,Passat,1.5 TSi Impression,151.800 km,2020.0,Otomatik,Benzin,Sedan,,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,Orjinal  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Kapı  Motor Kaputu  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,,,,8,0,3,2,0
EMiNLER | 2015 VW PASSAT B8 1.4 TSi BMT COMFORTLiNE  DSG.,Eyüp Sultan Mh. Sancaktepe,İstanbul,1.165.000 TL,28812829,07 Nisan 2025,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,161.000 km,2015.0,Otomatik,Benzin,Sedan,,1400 cc,101 - 125 HP,,Orjinal  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sağ Arka Çamurluk  Sağ Arka Kapı  Motor Kaputu  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,,,,10,3,0,0,0
Galeriden Volkswagen Jetta 1.4 TSi Comfortline 2010 Model Kayseri,Mithatpaşa Mh. Kocasinan,Kayseri,539.999 TL,28812639,07 Nisan 2025,Volkswagen,Jetta,1.4 TSi Comfortline,229.000 km,2010.0,Yarı Otomatik,Benzin,Sedan,,1390 cc,122 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Kapı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Tavan  Ön Tampon  Arka Tampon,Takasa Uygun,,1.135,40.000,0,0,5,2,6
Sahibinden Volkswagen Golf 1.4 TSi Comfortline 2013 Model,Limonluk Mh. Yenişehir,Mersin,699.999 TL,28773425,07 Nisan 2025,Volkswagen,Golf,1.4 TSi Comfortline,195.000 km,2013.0,Yarı Otomatik,Benzin,Hatchback/5,,1395 cc,140 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  Sağ Ön Kapı  Sağ Ön Çamurluk  Belirtilmemiş  Tavan  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,1.135,37.000,0,0,8,2,3
2014 MODEL 1.2 TSİ VW POLO ÇELİK JANT BAKIMLI DÜŞÜK KM,Akıncılar Mh. Ödemiş,İzmir,788.000 TL,28812775,07 Nisan 2025,Volkswagen,Polo,1.2 TSi Comfortline,82.300 km,2014.0,Düz,Benzin,Hatchback/5,,1197 cc,90 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Ön Tampon  Arka Tampon  Lokal boyalı  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Boyalı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,826,,8,3,2,0,0
Sahibinden Volkswagen Bora 1.6 Comfortline 2000 Model,Mustafa Kemal Mh. Sincan,Ankara,390.000 TL,28772105,07 Nisan 2025,Volkswagen,Bora,1.6 Comfortline,283.000 km,2000.0,Düz,LPG & Benzin,Sedan,,1595 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Değişmiş  Arka Kaput  Belirtilmemiş  -,,Sahibinden,,800,0,0,12,1,0
Sahibinden Volkswagen Jetta 1.6 Primeline 2009 Model,Esentepe Mh. Merkez,Adıyaman,655.000 TL,28773160,07 Nisan 2025,Volkswagen,Jetta,1.6 Primeline,274.500 km,2009.0,Düz,LPG & Benzin,Sedan,,1595 cc,102 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,,,,13,0,0,0,0
Sahibinden Volkswagen Passat 1.6 TDi BlueMotion Comfortline 2013 Model,Kervansaray Mh. Pamukkale,Denizli,770.000 TL,28811933,07 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,153.000 km,2013.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Sol Arka Çamurluk  Sol Ön Kapı  Motor Kaputu  Boyalı  Arka Kaput  Değişmiş  -  Belirtilmemiş  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,1.135,Bu araç ağır hasar kayııdır.,0,4,1,0,8
Sahibinden Volkswagen Polo 1.2 TSi Lounge 2015 Model İstanbul 135.000 km Beyaz,Yenimahalle Mh. Bağcılar,İstanbul,755.000 TL,28792925,07 Nisan 2025,Volkswagen,Polo,1.2 TSi Lounge,135.000 km,2015.0,Düz,Benzin,Hatchback/5,,1197 cc,90 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sol Arka Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,7.000,0,0,1,0,12
Sahibinden Volkswagen Jetta 1.2 TSi BlueMotion Trendline 2017 Model,Altınşehir Mh. Başakşehir,İstanbul,780.000 TL,28812026,07 Nisan 2025,Volkswagen,Jetta,1.2 TSi BlueMotion Trendline,182.000 km,2017.0,Düz,Benzin,Sedan,,1197 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Kapı  Boyalı  Sağ Arka Çamurluk  Değişmiş  Sol Ön Çamurluk  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,,,1.300,0,1,1,1,10
Sahibinden Volkswagen Passat 1.4 TSi BlueMotion Highline 2013 Model,Ömer Nasuhi Bilmen Mh. Yakutiye,Erzurum,1.100.000 TL,28811524,07 Nisan 2025,Volkswagen,Passat,1.4 TSi BlueMotion Highline,108.000 km,2013.0,Yarı Otomatik,Benzin,Sedan,,1390 cc,122 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Kapı  Sağ Ön Kapı  Boyalı  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,tutarı yok,0,2,1,0,10
Sahibinden Volkswagen Jetta 1.6 Midline 2007 Model 300.000 km Siyah,Fatih Mh. Ilgın,Konya,460.000 TL,28772710,07 Nisan 2025,Volkswagen,Jetta,1.6 Midline,299.000 km,2007.0,Düz,Benzin,Sedan,,1595 cc,102 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  Sol Arka Çamurluk  Motor Kaputu  Boyalı  Sağ Ön Kapı  Değişmiş  Sağ Ön Çamurluk  Belirtilmemiş  -,,,,tutarı belirtilmemiş,9,2,1,1,0
Sahibinden Volkswagen Golf 1.6 Comfortline 1998 Model,Mimarsinan Mh. Atakum,Samsun,415.000 TL,28769018,07 Nisan 2025,Volkswagen,Golf,1.6 Comfortline,210.000 km,1998.0,Otomatik,Benzin,Hatchback/3,,1595 cc,101 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,,13,0,0,0,0
Volkswagen Passat 1.4 TSi Trendline Otomatik 2009 Model,Tepekum Mh. Adapazarı,Sakarya,750.000 TL,28812146,07 Nisan 2025,Volkswagen,Passat,1.4 TSi Trendline,175.000 km,2009.0,Otomatik,LPG & Benzin,Sedan,,1390 cc,122 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Motor Kaputu  Değişmiş  Sol Ön Kapı  Sol Ön Çamurluk  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sağ Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,436,11.500,0,0,1,2,10
Sahibinden Volkswagen Polo 1.4 Trendline 2006 Model Antalya,Kızılarık Mh. Muratpaşa,Antalya,310.000 TL,27896904,07 Nisan 2025,Volkswagen,Polo,1.4 Trendline,248.000 km,2006.0,Düz,LPG & Benzin,Hatchback/5,,1390 cc,80 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Ön Tampon  Arka Tampon  Değişmiş  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Belirtilmemiş  -,Takasa Uygun,,436,,0,0,10,3,0
2004 POLO. SON FİYAT. FIRSAT ARACI. YETİŞEN ALIR.,5000 Evler 75. Yıl Mh. Merkez,Karabük,310.000 TL,27878797,07 Nisan 2025,Volkswagen,Polo,1.4 Basicline,233.000 km,2004.0,Düz,LPG & Benzin,Hatchback/5,,1390 cc,75 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Motor Kaputu  Değişmiş  Sağ Ön Çamurluk  Sol Ön Çamurluk  Ön Tampon  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Arka Tampon,,Sahibinden,,3.715,0,0,1,3,9
2016 HATASIZ BOYASIZ CAM TAVAN HİGLİNE,Güneştepe Mh. Güngören,İstanbul,1.050.000 TL,28812031,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Highline,265.000 km,2016.0,Yarı Otomatik,Dizel,Hatchback/5,,1598 cc,110 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Arka Çamurluk  Sol Arka Kapı  Sol Ön Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,Takasa Uygun Değil,,,3.000,0,3,0,0,10
Sahibinden Volkswagen Jetta 1.6 TDi Trendline 2015 Model,Hürriyet Mh. Ceyhan,Adana,770.000 TL,28804902,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Trendline,243.000 km,2015.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sağ Arka Çamurluk  Sağ Ön Kapı  Boyalı  -  Değişmiş  Sağ Ön Çamurluk  Belirtilmemiş  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,,Sahibinden,,,0,2,0,1,10
Kuruş masrafsız ekstralı 2011 passat b7 1.6 TDİ bluemotion,Binevler Mh. Şahinbey,Gaziantep,740.000 TL,28776977,07 Nisan 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,325.000 km,2011.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Ön Kapı  Boyalı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Ön Tampon  Arka Tampon,Takasa Uygun,,,13.000,0,1,3,0,9
Sahibinden Volkswagen Jetta 1.6 TDi Highline 2013 Model,Maşuk Mh. Karaköprü,Şanlıurfa,770.000 TL,28766598,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Highline,282.000 km,2013.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  -  Boyalı  Sağ Ön Kapı  Sol Arka Kapı  Sol Ön Kapı  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Tavan  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,1.750,0,0,3,0,10
Sahibinden Volkswagen Golf 1.6 TDi BlueMotion Midline Plus 2013 Model,50. Yıl Mh. Yenişehir,Mersin,750.000 TL,28772076,07 Nisan 2025,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,245.000 km,2013.0,Düz,Dizel,Hatchback/5,,1598 cc,90 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun,,,,13,0,0,0,0
Sahibinden Volkswagen Golf 1.6 TDi Highline 2011 Model Kars,Merkez Merkez,Kars,675.000 TL,28771688,07 Nisan 2025,Volkswagen,Golf,1.6 TDi Highline,337.234 km,2011.0,Yarı Otomatik,Dizel,Hatchback/5,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Ön Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Ön Tampon  Arka Tampon,,Sahibinden,,,0,1,0,0,12
Sahibinden Volkswagen Jetta 1.6 TDi Comfortline 2011 Model,Gültepe Mh. Merkezefendi,Denizli,765.000 TL,28789638,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Comfortline,239.000 km,2011.0,Düz,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  -  Lokal boyalı  Sol Arka Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Boyalı  -  Değişmiş  -  Belirtilmemiş  Sağ Arka Çamurluk  Arka Kaput  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Ön Tampon  Arka Tampon,Takasa Uygun,,,8.500,0,3,0,0,10
Sahibinden Volkswagen Jetta 1.4 TSi Comfortline 2012 Model,Akşemsettin Mh. Merkez,Kırıkkale,775.000 TL,28787353,07 Nisan 2025,Volkswagen,Jetta,1.4 TSi Comfortline,204.000 km,2012.0,Düz,Benzin,Sedan,,1390 cc,122 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Arka Tampon  Lokal boyalı  -  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,,Sahibinden,,tutarı yok,13,0,0,0,0
Sahibinden Volkswagen Jetta 1.6 TDi Comfortline 2015 Model,Fırat Mh. Şahinbey,Gaziantep,765.000 TL,28780512,07 Nisan 2025,Volkswagen,Jetta,1.6 TDi Comfortline,250.000 km,2015.0,Yarı Otomatik,Dizel,Sedan,,1598 cc,105 hp,Önden Çekiş,Orjinal  Sağ Arka Çamurluk  Arka Kaput  Sol Arka Çamurluk  Sağ Arka Kapı  Sağ Ön Kapı  Tavan  Sol Arka Kapı  Sol Ön Kapı  Sağ Ön Çamurluk  Motor Kaputu  Sol Ön Çamurluk  Ön Tampon  Lokal boyalı  Arka Tampon  Boyalı  -  Değişmiş  -  Belirtilmemiş  -,Takasa Uygun Değil,,,tutarı yok,12,1,0,0,0
